episode,reward,steps
106,-11.0,10
107,-4.899999999999999,20
108,-5.299999999999996,25
109,-8.3,15
110,-8.4,15
111,-9.7,15
112,-11.0,10
113,-6.499999999999996,35
114,-11.5,15
115,-11.1,20
116,-10.5,5
117,-9.1,15
118,-10.5,5
119,-11.7,20
120,-3.6999999999999984,15
121,-10.6,15
122,-10.9,15
123,-10.4,10
124,-10.5,5
125,-11.0,10
126,-8.9,20
127,-3.0999999999999988,20
128,-0.29999999999999893,20
129,-7.8999999999999995,5
130,-6.499999999999994,30
131,-4.3999999999999995,20
132,-10.5,5
133,-9.3,15
134,-10.8,20
135,2.5,35
136,-0.6999999999999975,20
137,-9.6,5
138,-6.699999999999999,15
139,-11.0,10
140,-10.5,5
141,-10.2,5
142,-9.0,15
143,-3.399999999999995,20
144,-9.299999999999999,20
145,-8.1,10
146,-11.5,15
147,-11.1,20
148,-11.4,20
149,-10.5,5
150,-6.999999999999999,20
151,-9.799999999999999,25
152,-11.7,20
153,-11.4,20
154,-10.799999999999999,20
155,-8.1,15
156,-6.299999999999999,30
157,-6.899999999999999,15
158,0.40000000000000213,15
159,-12.5,25
160,-11.9,40
161,-0.49999999999999645,35
162,-9.7,15
163,-7.299999999999999,20
164,-5.6,20
165,-10.5,5
166,-12.1,30
167,-10.5,5
168,-5.1,15
169,-7.5,20
170,-7.6,10
171,-8.1,35
172,-9.6,15
173,-1.799999999999999,20
174,-11.5,15
175,-5.799999999999999,15
176,-10.5,5
177,-10.2,5
178,-10.7,10
179,-5.699999999999997,25
180,-10.799999999999999,20
181,-10.9,15
182,-6.199999999999996,30
183,-3.099999999999996,40
184,-12.5,25
185,-4.499999999999997,20
186,-12.5,25
187,2.099999999999998,20
188,-10.299999999999999,15
189,-9.799999999999999,20
190,-10.4,10
191,-3.0999999999999988,20
192,-7.6,15
193,-10.5,5
194,10.099999999999989,60
195,-10.5,5
196,3.8000000000000025,50
197,-2.3999999999999932,30
198,-7.9,20
199,-10.5,5
200,-9.4,15
201,-3.6999999999999957,35
202,-10.5,5
203,14.299999999999981,65
204,2.5000000000000036,55
205,-11.5,15
206,-4.299999999999991,40
207,-12.5,25
208,-9.8,30
209,-10.5,5
210,-5.299999999999994,25
211,-9.6,5
212,-9.4,15
213,-10.5,5
214,-11.9,25
215,-1.9999999999999982,15
216,-8.600000000000001,25
217,-11.2,15
218,-9.8,30
219,-10.5,5
220,-5.8999999999999995,15
221,-0.7999999999999972,20
222,-7.299999999999999,20
223,-6.9,15
224,-9.299999999999999,5
225,-0.1999999999999993,20
226,-6.599999999999996,25
227,-2.999999999999994,25
228,-10.5,5
229,-9.6,20
230,-10.5,5
231,-7.9,20
232,-7.299999999999999,25
233,-8.2,10
234,-5.899999999999993,30
235,-7.7,25
236,-11.0,10
237,2.8000000000000025,20
238,-7.9,20
239,-11.2,15
240,-10.5,5
241,-12.5,25
242,-11.2,15
243,-10.5,5
244,-10.8,30
245,-10.2,5
246,-10.5,5
247,-10.2,5
248,-10.1,10
249,-0.5999999999999961,25
250,-5.7,15
251,-11.0,10
252,-10.0,25
253,-3.3999999999999977,20
254,-8.200000000000001,30
255,16.799999999999976,65
256,-11.5,15
257,-7.3,20
258,-5.799999999999999,20
259,-1.299999999999999,15
260,2.7000000000000046,60
261,-9.6,5
262,-12.5,25
263,-4.799999999999999,35
264,-10.5,20
265,6.3000000000000025,20
266,-7.8,20
267,-11.0,10
268,-5.8999999999999995,20
269,-3.5999999999999988,45
270,-10.1,25
271,-11.0,10
272,4.299999999999997,40
273,-2.4999999999999973,20
274,-11.0,10
275,-6.5,5
276,13.399999999999972,65
277,-11.0,10
278,-5.499999999999997,20
279,-7.3,30
280,-2.2999999999999954,25
281,-10.5,5
282,-3.7999999999999945,40
283,7.599999999999996,50
284,-11.0,10
285,-7.199999999999999,10
286,-10.5,5
287,-11.4,20
288,-10.5,5
289,-1.7999999999999972,50
290,-11.7,20
291,-8.6,20
292,-10.5,5
293,-6.299999999999995,25
294,-6.699999999999999,20
295,-10.5,5
296,-7.6,15
297,2.2000000000000064,40
298,-10.5,5
299,-9.2,10
300,-8.3,15
301,-10.5,5
302,-10.4,10
303,-8.9,5
304,4.600000000000001,50
305,-1.299999999999999,35
306,-10.6,25
307,-10.1,30
308,0.10000000000000142,15
309,1.8000000000000025,15
310,10.300000000000002,40
311,0.5000000000000018,20
312,-12.0,35
313,-10.9,15
314,-6.6,15
315,-10.5,5
316,1.2000000000000028,20
317,-10.5,5
318,-8.8,15
319,-11.0,10
320,-10.7,10
321,-1.6999999999999975,40
322,2.5000000000000036,15
323,-8.9,5
324,-6.5,40
325,4.3000000000000025,60
326,-10.1,40
327,-10.7,25
328,-8.0,35
329,-9.9,5
330,-11.2,15
331,-8.9,10
332,-10.5,5
333,-9.299999999999999,30
334,-5.499999999999998,20
335,15.699999999999976,45
336,2.600000000000003,35
337,-6.799999999999995,30
338,-11.5,15
339,-5.299999999999997,40
340,-6.399999999999999,20
341,1.0000000000000018,45
342,-10.5,5
343,11.39999999999999,45
344,2.0999999999999943,50
345,-12.0,20
346,1.1000000000000014,15
347,-13.0,30
348,2.8000000000000025,20
349,-0.5999999999999979,50
350,1.0999999999999979,50
351,-6.7,35
352,-11.3,25
353,-11.0,10
354,-10.7,10
355,-0.3000000000000007,15
356,-8.6,15
357,-4.499999999999998,20
358,-4.699999999999992,30
359,3.400000000000004,70
360,35.999999999999964,100
361,6.600000000000003,35
362,24.499999999999893,175
363,-11.5,15
364,-10.5,5
365,-10.4,10
366,-10.5,5
367,0.10000000000000853,45
368,8.499999999999998,50
369,-10.2,5
370,-10.5,5
371,0.7000000000000028,40
372,3.799999999999999,45
373,-2.599999999999996,25
374,1.800000000000006,35
375,-5.699999999999999,15
376,-11.5,15
377,1.7763568394002505e-15,25
378,-1.6999999999999922,45
379,-9.4,15
380,12.899999999999979,60
381,-10.5,5
382,-10.6,15
383,-2.1999999999999984,45
384,-9.6,20
385,-1.1999999999999904,50
386,22.199999999999974,50
387,11.799999999999963,60
388,-10.0,15
389,-0.3000000000000007,45
390,0.40000000000000746,40
391,19.29999999999996,70
392,-12.5,25
393,-10.2,5
394,-11.500000000000002,45
395,-5.999999999999992,40
396,0.10000000000000675,25
397,-5.1,10
398,-5.9,20
399,-8.6,15
400,-8.9,20
401,-10.5,5
402,-3.299999999999998,20
403,-10.4,10
404,-9.5,40
405,-10.4,10
406,-12.5,25
407,13.299999999999985,35
408,-10.1,25
409,2.5000000000000036,15
410,-9.299999999999999,15
411,-2.099999999999998,20
412,-10.5,5
413,-3.4999999999999973,20
414,-5.499999999999998,20
415,-10.5,5
416,-5.699999999999995,25
417,2.9000000000000075,35
418,-10.2,20
419,-11.0,10
420,-10.8,35
421,4.900000000000011,45
422,-10.5,5
423,-10.5,5
424,-9.3,20
425,-11.5,15
426,18.59999999999998,50
427,-10.5,5
428,39.499999999999964,80
429,-3.3999999999999977,15
430,-10.7,10
431,-0.4999999999999982,20
432,2.400000000000011,40
433,-9.3,20
434,-12.5,25
435,-5.3999999999999995,10
436,1.8000000000000007,20
437,3.3000000000000025,50
438,5.300000000000004,45
439,-8.9,5
440,-9.299999999999999,15
441,12.499999999999991,45
442,-2.2999999999999945,25
443,-0.8999999999999986,15
444,-8.6,5
445,6.6,45
446,28.59999999999996,110
447,-1.799999999999999,20
448,-9.799999999999999,10
449,3.8000000000000043,50
450,14.999999999999984,50
451,25.599999999999966,70
452,7.6999999999999975,40
453,11.699999999999962,95
454,0.2000000000000064,60
455,-13.0,30
456,-10.6,15
457,-5.699999999999999,15
458,1.9000000000000021,20
459,2.1999999999999993,45
460,7.799999999999985,60
461,-3.2999999999999954,35
462,-10.5,20
463,15.99999999999998,55
464,-10.5,5
465,-4.29999999999999,40
466,-5.699999999999999,15
467,-4.299999999999999,15
468,-11.4,30
469,-3.6000000000000005,45
470,-10.2,20
471,16.299999999999947,110
472,1.3000000000000043,20
473,49.09999999999992,180
474,-11.0,10
475,8.500000000000002,45
476,-11.0,10
477,-8.2,10
478,-11.5,15
479,-0.3000000000000007,20
480,-10.7,10
481,-8.0,15
482,2.5000000000000018,40
483,-10.5,5
484,-2.599999999999997,20
485,-9.0,25
486,6.999999999999995,50
487,-4.299999999999998,20
488,20.499999999999964,80
489,5.600000000000003,60
490,2.5000000000000036,15
491,-11.0,10
492,17.799999999999983,40
493,-6.599999999999998,25
494,-3.3999999999999915,35
495,4.100000000000001,45
496,15.89999999999999,110
497,-11.5,15
498,-10.6,15
499,-12.5,25
500,-10.5,5
501,-12.1,30
502,-5.899999999999998,20
503,-2.899999999999996,20
504,22.899999999999963,100
505,26.69999999999996,65
506,-12.5,25
507,-4.699999999999995,25
508,-11.0,10
509,-5.8,20
510,4.100000000000003,55
511,-5.399999999999999,10
512,-10.5,5
513,-4.799999999999999,15
514,-6.300000000000001,35
515,-10.5,5
516,-10.5,5
517,8.099999999999989,60
518,29.900000000000006,95
519,-1.7999999999999954,30
520,-9.6,5
521,0.9000000000000075,50
522,-9.7,25
523,-7.199999999999999,10
524,-8.0,30
525,-10.5,5
526,7.599999999999996,50
527,27.399999999999984,85
528,13.09999999999996,80
529,-1.9000000000000004,45
530,-12.900000000000002,35
531,7.700000000000001,35
532,-10.5,5
533,-6.1,20
534,-3.199999999999993,35
535,-10.7,10
536,11.300000000000002,95
537,-9.9,5
538,-13.400000000000002,40
539,-10.1,10
540,32.39999999999998,80
541,32.699999999999946,145
542,-9.4,15
543,24.399999999999977,80
544,9.299999999999995,45
545,14.99999999999998,50
546,31.89999999999995,105
547,-11.5,15
548,-12.2,25
549,-11.9,25
550,0.9000000000000021,20
551,-12.0,20
552,15.399999999999986,50
553,-0.7999999999999972,35
554,-1.5999999999999943,40
555,-14.5,45
556,-8.3,15
557,-12.5,25
558,6.200000000000001,50
559,9.89999999999999,130
560,6.599999999999989,60
561,8.700000000000001,70
562,-10.4,10
563,15.399999999999986,80
564,-6.3999999999999995,10
565,2.6000000000000085,50
566,0.6999999999999975,20
567,-10.5,5
568,-10.5,5
569,-10.5,5
570,-11.0,10
571,-10.5,5
572,-5.299999999999998,20
573,-7.7,30
574,-12.5,25
575,29.299999999999876,165
576,-10.5,5
577,8.000000000000002,50
578,-6.0,20
579,17.899999999999963,110
580,-10.5,5
581,-5.299999999999997,20
582,-7.199999999999999,5
583,5.899999999999995,60
584,-4.999999999999999,20
585,-10.3,30
586,3.3000000000000007,40
587,-8.6,15
588,-9.200000000000001,40
589,-5.799999999999995,35
590,-9.6,5
591,-10.799999999999999,30
592,-11.7,20
593,-6.899999999999999,40
594,-9.299999999999999,5
595,25.49999999999998,80
596,25.599999999999916,125
597,-12.200000000000001,40
598,-11.0,10
599,-11.0,10
600,-10.5,5
601,14.299999999999981,80
602,-10.9,15
603,-6.199999999999999,15
604,-6.8,20
605,-10.5,5
606,-8.9,10
607,2.299999999999997,50
608,9.899999999999993,75
609,-10.5,5
610,-9.2,5
611,-6.999999999999998,65
612,-9.2,10
613,-10.5,5
614,-9.0,20
615,-0.09999999999999787,35
616,2.8000000000000114,65
617,30.299999999999947,145
618,10.899999999999986,60
619,-9.600000000000001,55
620,8.6,45
621,-10.5,5
622,-3.799999999999998,40
623,8.099999999999989,80
624,-12.5,25
625,53.700000000000024,155
626,-10.5,5
627,0.5000000000000053,35
628,15.799999999999907,145
629,13.499999999999984,65
630,-10.0,15
631,-7.999999999999998,35
632,20.399999999999963,90
633,-4.499999999999997,20
634,5.499999999999998,65
635,18.499999999999986,55
636,17.699999999999974,125
637,17.59999999999998,75
638,2.400000000000002,30
639,-7.1,10
640,-12.5,25
641,-12.0,20
642,27.69999999999999,80
643,36.49999999999996,145
644,-11.0,10
645,29.5,145
646,-12.600000000000001,85
647,-7.699999999999989,95
648,21.19999999999999,125
649,-8.9,45
650,-12.5,25
651,7.399999999999993,60
652,-9.9,5
653,2.8000000000000114,65
654,-3.299999999999999,50
655,-10.5,5
656,-5.3,35
657,-11.5,15
658,-11.600000000000001,45
659,-8.9,5
660,-6.799999999999999,20
661,-11.5,15
662,-3.299999999999999,35
663,-9.0,20
664,-8.3,15
665,-8.3,35
666,-11.0,10
667,-1.9999999999999982,100
668,-1.5000000000000036,150
669,-8.9,15
670,-12.5,25
671,-11.9,25
672,15.499999999999927,145
673,-10.5,5
674,-8.4,20
675,-7.6,20
676,-6.199999999999996,90
677,-11.7,20
678,0.5000000000000036,30
679,21.49999999999998,70
680,-12.2,40
681,-9.1,10
682,-8.6,5
683,13.699999999999998,165
684,-12.5,25
685,7.500000000000005,40
686,-1.6999999999999975,15
687,-13.500000000000002,35
688,-9.9,5
689,-3.699999999999994,25
690,-10.5,5
691,-11.0,10
692,-5.5,20
693,-11.5,15
694,-12.3,35
695,-8.0,25
696,-10.5,5
697,-11.0,10
698,-9.2,15
699,-12.600000000000001,45
700,-9.3,20
701,-2.699999999999987,145
702,5.300000000000013,55
703,-11.0,10
704,-12.5,25
705,-13.600000000000001,45
706,-6.399999999999997,90
707,-10.299999999999999,15
708,-1.2999999999999936,35
709,-7.1,20
710,-9.6,5
711,28.39999999999994,110
712,-11.299999999999999,25
713,-11.8,40
714,13.99999999999998,65
715,-6.799999999999999,60
716,-1.6999999999999975,20
717,3.600000000000003,40
718,10.999999999999945,130
719,-11.2,15
720,4.5000000000000036,65
721,-11.100000000000001,45
722,-3.999999999999994,25
723,-8.6,5
724,-5.299999999999999,20
725,-0.3000000000000007,20
726,-12.5,25
727,-5.099999999999998,20
728,-4.6999999999999975,60
729,-7.099999999999999,15
730,-10.5,5
731,-10.5,5
732,-4.200000000000001,65
733,-4.299999999999994,25
734,-10.5,5
735,-10.2,20
736,21.899999999999928,105
737,-7.800000000000001,30
738,3.6000000000000014,50
739,4.900000000000002,100
740,-2.099999999999998,20
741,10.799999999999995,80
742,-10.5,5
743,-5.799999999999997,20
744,-10.4,10
745,-9.299999999999999,5
746,18.699999999999967,140
747,-11.5,15
748,-6.0,55
749,11.599999999999993,50
750,-12.5,25
751,-11.8,30
752,33.199999999999854,180
753,-12.100000000000001,45
754,-10.5,5
755,19.69999999999996,140
756,35.79999999999996,110
757,-7.8999999999999995,5
758,-0.7999999999999989,20
759,4.4999999999999964,50
760,-10.5,5
761,-7.9,30
762,-8.3,20
763,-11.0,10
764,-10.5,5
765,-9.799999999999999,10
766,6.9000000000000075,140
767,6.999999999999998,50
768,-3.6999999999999984,15
769,-9.700000000000001,30
770,-0.4999999999999982,20
771,15.199999999999976,60
772,-5.7999999999999945,25
773,-2.999999999999994,35
774,-10.5,5
775,3.500000000000009,50
776,-10.5,5
777,8.199999999999994,60
778,-8.2,20
779,15.199999999999976,60
780,-12.5,25
781,-10.5,5
782,-7.500000000000001,50
783,-12.5,25
784,-12.900000000000002,85
785,-12.0,20
786,-12.3,45
787,-11.4,20
788,2.200000000000003,45
789,-7.199999999999999,40
790,-10.5,5
791,-10.3,25
792,2.0000000000000195,85
793,-10.4,40
794,7.3999999999999755,90
795,-12.5,25
796,-12.5,25
797,-9.000000000000004,100
798,3.7000000000000064,85
799,-10.5,5
800,-11.5,15
801,-11.0,10
802,21.499999999999943,100
803,-14.200000000000001,45
804,2.8000000000000007,20
805,-1.2999999999999972,20
806,-6.899999999999996,30
807,32.299999999999905,135
808,-12.5,25
809,-6.700000000000001,25
810,17.299999999999976,95
811,-11.6,25
812,-1.4999999999999947,30
813,5.899999999999974,145
814,-0.7999999999999936,30
815,-11.5,15
816,6.399999999999986,85
817,-13.900000000000002,45
818,0.8000000000000025,55
819,-10.299999999999999,25
820,-6.499999999999999,20
821,-4.5,40
822,13.400000000000004,130
823,-8.6,5
824,-8.6,15
825,1.5000000000000018,50
826,-3.1999999999999984,40
827,-13.000000000000002,45
828,-11.0,10
829,-10.5,5
830,-11.7,20
831,-7.300000000000001,30
832,-1.9999999999999982,15
833,23.699999999999925,125
834,-11.2,30
835,4.900000000000002,20
836,-12.0,20
837,-10.7,25
838,-9.8,35
839,-9.9,5
840,11.999999999999913,105
841,-6.9,75
842,-11.5,30
843,-11.5,15
844,12.799999999999992,55
845,6.300000000000027,170
846,3.8000000000000043,50
847,23.299999999999905,125
848,-12.5,25
849,0.5000000000000213,90
850,7.6999999999999975,55
851,3.300000000000008,65
852,18.09999999999995,85
853,-4.4999999999999964,65
854,-2.899999999999994,30
855,6.399999999999979,75
856,13.999999999999995,75
857,-5.3999999999999995,65
858,-5.999999999999999,30
859,-3.3000000000000007,110
860,-4.599999999999991,85
861,32.999999999999964,80
862,-12.5,25
863,-10.499999999999998,55
864,-12.5,25
865,-4.799999999999996,25
866,-12.5,25
867,-7.900000000000004,115
868,-9.7,15
869,0.9000000000000057,85
870,-10.5,5
871,-2.599999999999998,35
872,-3.0999999999999943,30
873,-12.899999999999999,85
874,8.499999999999888,165
875,-11.5,15
876,16.799999999999976,85
877,12.99999999999993,95
878,12.099999999999953,120
879,11.599999999999982,60
880,-10.5,5
881,19.399999999999956,90
882,-10.1,10
883,4.9000000000000075,120
884,-5.399999999999998,15
885,-6.099999999999999,10
886,-7.0,35
887,-10.4,45
888,2.4000000000000092,85
889,-10.5,5
890,-5.499999999999997,20
891,35.79999999999995,160
892,-6.799999999999997,30
893,3.400000000000018,65
894,38.19999999999997,145
895,49.499999999999915,205
896,19.09999999999996,155
897,19.09999999999993,90
898,10.1,50
899,1.5999999999999996,90
900,31.399999999999935,105
901,13.999999999999984,65
902,-10.5,5
903,-11.0,10
904,-2.599999999999996,25
905,10.900000000000004,100
906,15.899999999999972,205
907,17.199999999999925,110
908,-11.0,10
909,-11.0,10
910,3.1000000000000068,40
911,-9.799999999999999,10
912,14.700000000000008,130
913,-14.200000000000001,45
914,12.299999999999988,135
915,-10.5,45
916,4.9999999999999805,85
917,23.299999999999812,195
918,20.399999999999963,230
919,0.7000000000000135,50
920,-8.6,5
921,-0.5999999999999979,50
922,-6.000000000000002,45
923,8.099999999999946,145
924,-5.199999999999995,30
925,-8.8,10
926,-5.000000000000004,160
927,3.000000000000009,50
928,-1.7999999999999954,30
929,-10.5,20
930,6.299999999999992,60
931,2.100000000000005,60
932,11.99999999999998,160
933,-0.6999999999999993,20
934,-9.200000000000001,45
935,-3.8999999999999897,50
936,7.29999999999996,135
937,-10.5,5
938,3.0000000000000053,65
939,-10.5,5
940,-11.0,10
941,-0.4999999999999858,85
942,5.200000000000003,65
943,0.9000000000000057,30
944,-9.2,20
945,-2.4999999999999964,30
946,-9.7,15
947,0.8000000000000025,75
948,-12.5,25
949,13.79999999999992,125
950,-14.5,45
951,1.0999999999999979,50
952,43.89999999999992,160
953,15.299999999999988,50
954,-11.0,10
955,-8.6,10
956,-12.700000000000001,30
957,-3.7999999999999954,70
958,-7.300000000000001,30
959,-1.0000000000000018,40
960,-10.5,45
961,28.39999999999997,90
962,-7.199999999999999,5
963,-9.200000000000001,60
964,10.899999999999993,50
965,-7.4,20
966,-1.599999999999973,130
967,74.30000000000011,285
968,19.79999999999997,80
969,1.200000000000001,40
970,-11.1,20
971,-0.1999999999999975,50
972,-11.7,20
973,-11.100000000000001,50
974,-10.5,5
975,2.7000000000000135,75
976,-7.5,30
977,-5.099999999999999,50
978,-11.0,10
979,17.39999999999997,100
980,-7.499999999999999,45
981,-4.399999999999994,30
982,-0.5999999999999943,100
983,27.599999999999945,110
984,0.9000000000000057,40
985,32.899999999999885,165
986,-10.2,5
987,-3.5000000000000027,105
988,33.79999999999991,245
989,83.40000000000026,230
990,-1.6999999999999993,20
991,-13.0,30
992,31.199999999999953,165
993,8.599999999999971,100
994,23.49999999999997,220
995,-11.0,10
996,-10.5,5
997,-12.200000000000001,25
998,1.800000000000006,70
999,-1.8999999999999986,50
1000,10.899999999999958,130
1001,-3.7999999999999936,110
1002,-10.5,20
1003,40.89999999999988,185
1004,15.199999999999951,90
1005,-0.6999999999999975,40
1006,-8.200000000000001,30
1007,-13.0,45
1008,10.899999999999997,50
1009,-9.8,60
1010,3.20000000000001,65
1011,16.599999999999937,110
1012,-2.6999999999999966,20
1013,-6.499999999999999,60
1014,-0.6999999999999957,80
1015,-10.5,5
1016,-10.5,5
1017,-6.6,20
1018,-0.9999999999999982,60
1019,-12.700000000000001,30
1020,-1.3000000000000007,65
1021,-9.9,20
1022,16.19999999999998,95
1023,26.999999999999872,240
1024,-5.299999999999993,30
1025,-7.3,15
1026,11.699999999999983,65
1027,-9.000000000000002,50
1028,26.599999999999902,150
1029,-3.0999999999999996,50
1030,-11.0,10
1031,-11.0,10
1032,32.89999999999994,180
1033,-10.7,10
1034,0.7000000000000028,65
1035,36.09999999999998,210
1036,-12.2,25
1037,-10.5,5
1038,-5.299999999999997,70
1039,15.999999999999948,145
1040,32.199999999999946,110
1041,9.699999999999998,50
1042,-0.29999999999999893,15
1043,-10.7,10
1044,-1.799999999999999,40
1045,-1.4999999999999947,30
1046,18.499999999999957,90
1047,-10.2,20
1048,22.19999999999991,150
1049,-3.8999999999999977,100
1050,-3.3999999999999906,35
1051,-4.999999999999998,40
1052,-6.799999999999995,30
1053,-11.9,40
1054,-0.29999999999999716,45
1055,-10.5,5
1056,12.699999999999973,70
1057,45.89999999999988,290
1058,18.599999999999966,80
1059,4.200000000000019,95
1060,-7.9,40
1061,20.799999999999912,125
1062,6.800000000000006,40
1063,-10.5,5
1064,-4.299999999999991,90
1065,16.09999999999995,95
1066,-2.199999999999994,40
1067,-6.1999999999999975,40
1068,-11.0,25
1069,42.699999999999925,160
1070,-5.299999999999994,30
1071,5.999999999999988,60
1072,-10.5,5
1073,-12.5,25
1074,-13.0,30
1075,-11.600000000000001,35
1076,-11.0,10
1077,13.799999999999992,55
1078,1.8000000000000043,65
1079,-5.6,50
1080,17.49999999999995,140
1081,2.5000000000000018,20
1082,-11.0,10
1083,-3.199999999999995,40
1084,62.70000000000014,250
1085,-4.699999999999998,20
1086,13.499999999999956,90
1087,1.0000000000000053,55
1088,1.3000000000000131,65
1089,13.19999999999999,70
1090,-0.7000000000000011,50
1091,2.400000000000002,80
1092,16.69999999999991,120
1093,-6.500000000000002,50
1094,-12.4,30
1095,-9.3,20
1096,-10.5,5
1097,4.799999999999999,65
1098,-11.1,20
1099,0.4000000000000039,25
1100,-14.000000000000002,40
1101,57.899999999999984,160
1102,37.29999999999997,125
1103,2.4999999999999982,40
1104,21.99999999999993,170
1105,13.799999999999988,100
1106,3.200000000000003,40
1107,10.699999999999976,80
1108,52.29999999999994,185
1109,-12.5,25
1110,-3.6999999999999966,20
1111,16.199999999999974,70
1112,44.899999999999885,250
1113,-12.5,25
1114,29.299999999999976,80
1115,26.29999999999996,110
1116,-10.5,5
1117,18.99999999999993,120
1118,-3.299999999999998,20
1119,57.700000000000095,280
1120,2.400000000000011,110
1121,30.99999999999993,165
1122,-4.799999999999999,45
1123,-2.8999999999999986,50
1124,60.90000000000004,260
1125,-1.799999999999999,50
1126,-6.5,5
1127,7.3000000000000025,70
1128,4.30000000000001,70
1129,3.0999999999999996,70
1130,19.599999999999923,110
1131,-2.2999999999999954,25
1132,-8.6,5
1133,5.600000000000007,50
1134,2.8000000000000043,35
1135,-8.8,85
1136,-10.5,5
1137,-12.1,30
1138,-6.799999999999999,50
1139,-10.8,50
1140,18.099999999999945,85
1141,-11.0,10
1142,-6.000000000000001,105
1143,-11.0,10
1144,-11.0,25
1145,21.999999999999936,190
1146,-10.5,5
1147,12.1,110
1148,-11.0,10
1149,14.699999999999976,90
1150,23.499999999999922,105
1151,12.4,100
1152,32.19999999999995,120
1153,16.599999999999945,125
1154,0.3000000000000007,50
1155,28.299999999999955,105
1156,24.599999999999966,85
1157,-13.0,30
1158,11.699999999999998,45
1159,-6.5,20
1160,-13.0,30
1161,-3.3999999999999977,15
1162,9.300000000000002,65
1163,-0.30000000000000426,50
1164,14.89999999999993,105
1165,-2.1999999999999966,40
1166,59.50000000000019,290
1167,-1.399999999999988,95
1168,7.4999999999999485,100
1169,-6.499999999999999,15
1170,-5.499999999999999,20
1171,17.599999999999923,130
1172,-2.7999999999999963,25
1173,-0.29999999999999893,45
1174,20.399999999999892,130
1175,6.100000000000014,100
1176,-11.0,10
1177,60.399999999999935,300
1178,5.600000000000017,125
1179,-9.6,20
1180,-4.699999999999998,20
1181,-6.9,25
1182,-10.5,5
1183,2.700000000000003,50
1184,-5.699999999999994,30
1185,29.29999999999997,130
1186,-3.9999999999999973,20
1187,-10.4,10
1188,4.000000000000012,90
1189,31.899999999999928,265
1190,-10.7,10
1191,25.599999999999973,80
1192,5.899999999999956,150
1193,2.8000000000000096,85
1194,75.30000000000003,300
1195,12.699999999999966,115
1196,-10.2,30
1197,26.59999999999993,110
1198,-9.9,5
1199,6.899999999999961,140
1200,3.0000000000000053,90
1201,-13.600000000000001,45
1202,14.69999999999999,55
1203,-3.3999999999999977,40
1204,-4.999999999999999,50
1205,13.199999999999962,150
1206,-13.3,45
1207,-10.5,5
1208,-10.5,5
1209,31.39999999999997,80
1210,-12.2,25
1211,7.300000000000017,125
1212,4.100000000000007,70
1213,18.299999999999926,165
1214,1.900000000000004,70
1215,4.399999999999983,90
1216,44.49999999999989,205
1217,5.300000000000008,50
1218,6.999999999999973,85
1219,9.799999999999988,170
1220,26.49999999999985,205
1221,19.799999999999834,280
1222,-5.19999999999999,45
1223,-0.7999999999999972,20
1224,-6.699999999999999,30
1225,15.399999999999954,140
1226,-0.3999999999999986,25
1227,21.999999999999957,150
1228,27.099999999999966,110
1229,-10.5,5
1230,-10.2,20
1231,-8.900000000000002,45
1232,-4.599999999999991,90
1233,-9.1,10
1234,-1.799999999999999,20
1235,-6.1,20
1236,21.99999999999995,95
1237,45.79999999999993,120
