episode,reward,steps
752,-5.499999999999999,55
753,18.699999999999953,105
754,-9.8,40
755,-9.299999999999999,5
756,-13.500000000000002,35
757,-5.499999999999992,35
758,-7.600000000000002,50
759,25.79999999999994,120
760,-4.999999999999996,70
761,-6.499999999999998,20
762,-13.0,30
763,-3.7999999999999927,30
764,-11.5,15
765,-2.999999999999991,45
766,18.599999999999973,75
767,-3.499999999999992,30
768,-10.299999999999999,15
769,-11.4,20
770,-11.0,10
771,-9.0,20
772,-7.1,20
773,-6.6,15
774,5.699999999999992,125
775,4.39999999999999,80
776,18.19999999999998,50
777,10.1,65
778,5.000000000000002,50
779,-10.5,5
780,-2.9999999999999982,35
781,-4.3,15
782,-9.899999999999999,105
783,-10.7,10
784,-7.699999999999999,75
785,-8.100000000000001,20
786,-10.299999999999997,65
787,-5.799999999999999,10
788,-9.1,10
789,-9.500000000000002,50
790,0.6000000000000014,50
791,13.099999999999932,125
792,-9.9,35
793,-10.5,5
794,10.099999999999996,55
795,-9.2,20
796,-10.400000000000004,195
797,-14.5,45
798,-9.1,20
799,-1.6999999999999993,50
800,-13.200000000000001,85
801,-11.0,10
802,1.6000000000000085,65
803,-2.6999999999999957,25
804,-3.299999999999999,15
805,-0.7999999999999954,20
806,-10.5,5
807,-4.599999999999991,40
808,-12.700000000000001,30
809,-9.100000000000001,50
810,-13.500000000000002,35
811,13.199999999999983,65
812,-12.5,25
813,-10.1,10
814,-10.200000000000001,30
815,11.299999999999942,105
816,-10.800000000000002,85
817,-3.4999999999999982,40
818,1.0000000000000018,70
819,-11.0,10
820,12.799999999999928,110
821,-9.0,25
822,-8.0,30
823,-10.5,5
824,-10.5,5
825,-10.4,10
826,-10.5,5
827,-5.399999999999979,90
828,39.19999999999977,285
829,2.4000000000000146,215
830,-11.8,30
831,17.799999999999997,120
832,21.599999999999874,165
833,-12.1,45
834,-10.1,10
835,19.100000000000048,300
836,-10.5,5
837,18.999999999999957,85
838,-5.599999999999995,65
839,-11.5,15
840,2.4000000000000075,50
841,-9.299999999999999,5
842,5.0000000000000036,50
843,4.200000000000006,40
844,9.799999999999985,90
845,-5.3999999999999915,30
846,-3.999999999999999,15
847,-11.7,20
848,24.099999999999987,155
849,-8.499999999999998,65
850,-11.4,30
851,-9.9,5
852,-8.4,15
853,-13.500000000000002,35
854,-5.79999999999998,145
855,-8.5,15
856,-9.1,10
857,-13.500000000000002,35
858,-5.4999999999999885,40
859,-12.4,30
860,-11.5,15
861,0.600000000000005,40
862,4.300000000000001,70
